canonical_env,env_name,is_alias,scope,module,file,line,style,tool,var,snippet
eggnog-mapper_v.2.1.15,eggnog-mapper_v.2.1.15,,code,tests,biopytools/tests/test_eggnog_mapper/test_utils.py,28,env-path,emapper.py,,"full = ""/x/miniforge3/envs/eggnog-mapper_v.2.1.15/bin/emapper.py"""
bcftools_v.1.22,bcftools_v.1.22,,code,tests,biopytools/tests/test_filter_snp_indel/test_utils.py,23,env-path,bcftools,,"'/miniforge3/envs/bcftools_v.1.22/bin/bcftools', ['view', '-H']"
bcftools_v.1.22,bcftools_v.1.22,,code,tests,biopytools/tests/test_filter_snp_indel/test_utils.py,28,env-path,bcftools,,"'/miniforge3/envs/bcftools_v.1.22/bin/bcftools', 'view', '-H']"
bcftools_v.1.22,bcftools_v.1.22,,code,tests,biopytools/tests/test_filter_snp_indel/test_utils.py,45,env-path,bcftools,,return_value='/miniforge3/envs/bcftools_v.1.22/bin/bcftools'):
RNA_Seq,RNA_Seq,,code,tests,biopytools/tests/test_gene_table/test_utils.py,24,env-path,gffread,,"cmd = build_conda_command('/miniforge3/envs/RNA_Seq/bin/gffread', ['-y', 'p.fa'])"
RNA_Seq,RNA_Seq,,code,tests,biopytools/tests/test_gene_table/test_utils.py,26,env-path,gffread,,"'/miniforge3/envs/RNA_Seq/bin/gffread', '-y', 'p.fa'])"
sv_calling,sv_calling,,code,tests,biopytools/tests/test_genome2sv/test_utils.py,16,env-path,samtools,,"return_value=""/x/miniforge3/envs/sv_calling/bin/samtools""):"
haphic,haphic,,code,tests,biopytools/tests/test_haphic/test_config.py,67,env-path,,,"self.assertIn('envs/haphic/', config.samblaster_bin)"
Population_genetics,Population_genetics,,code,tests,biopytools/tests/test_haphic/test_config.py,141,env-path,bwa,,"'/home/u/miniforge3/envs/Population_genetics/bin/bwa',"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,tests,biopytools/tests/test_haphic/test_config.py,142,env-path,samtools,,"'/home/u/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools',"
hifiasm_v.0.25.0,hifiasm_v.0.25.0,,code,tests,biopytools/tests/test_hifi_hic/test_hifi_hic.py,114,env-path,hifiasm,,"self.assertEqual(get_conda_env('/x/envs/hifiasm_v.0.25.0/bin/hifiasm'), 'hifiasm_v.0.25.0')"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,tests,biopytools/tests/test_hifi_hic/test_hifi_hic.py,119,env-path,samtools,,"cmd = build_conda_command('/path/envs/GATK_v.4.6.2.0/bin/samtools', ['index', 'x.bam'])"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,tests,biopytools/tests/test_hifi_hic/test_hifi_hic.py,127,env-path,samtools,,env = _conda_lib_env(['/home/u/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools'])
BCFTOOLS_ENV,BCFTOOLS_ENV,,code,tests,biopytools/tests/test_indel_marker/test_utils.py,8,env-path,bcftools,,"cmd = build_conda_command('/miniforge3/envs/BCFTOOLS_ENV/bin/bcftools', ['--version'])"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,tests,biopytools/tests/test_insert2locus/test_utils.py,17,env-path,samtools,,"""/x/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools"") == ""GATK_v.4.6.2.0"""
spades_v.4.3.0,spades_v.4.3.0,,code,tests,biopytools/tests/test_insert2locus/test_utils.py,21,env-path,spades.py,,"return_value=""/y/miniforge3/envs/spades_v.4.3.0/bin/spades.py""):"
spades_v.4.3.0,spades_v.4.3.0,,code,tests,biopytools/tests/test_insert2locus/test_utils.py,31,env-path,spades.py,,"""/x/envs/spades_v.4.3.0/bin/spades.py"", [""-o"", ""out""])"
spades_v.4.3.0,spades_v.4.3.0,,code,tests,biopytools/tests/test_insert2locus/test_utils.py,34,env-path,spades.py,,"assert cmd[5:] == [""/x/envs/spades_v.4.3.0/bin/spades.py"", ""-o"", ""out""]"
WGCNA_v.1.73,WGCNA_v.1.73,,code,tests,biopytools/tests/test_mixrace/test_reporter.py,23,env-path,Rscript,,"script = generate_vaf_histogram_r(str(vaf_tsv), str(png), ""~/miniforge3/envs/WGCNA_v.1.73/bin/Rscript"")"
sv_calling,sv_calling,,code,tests,biopytools/tests/test_mixrace/test_utils.py,15,env-path,bcftools,,"assert get_conda_env(""/home/u/miniforge3/envs/sv_calling/bin/bcftools"") == ""sv_calling"""
cphasing,cphasing,,code,tests,biopytools/tests/test_mixrace/test_utils.py,16,env-path,bwa-mem2,,"assert get_conda_env(""/x/envs/cphasing/bin/bwa-mem2"") == ""cphasing"""
sv_calling,sv_calling,,code,tests,biopytools/tests/test_mixrace/test_utils.py,26,env-path,bcftools,,"""/home/u/miniforge3/envs/sv_calling/bin/bcftools"", [""view"", ""in.vcf""])"
sv_calling,sv_calling,,code,tests,biopytools/tests/test_mixrace/test_utils.py,30,env-path,bcftools,,"assert ""/home/u/miniforge3/envs/sv_calling/bin/bcftools"" in cmd"
needle_v.1.0.3,needle_v.1.0.3,,code,tests,biopytools/tests/test_needle_identity/test_config.py,80,env-path,needle,,"return_value=""/envs/needle_v.1.0.3/bin/needle"","
needle_v.1.0.3,needle_v.1.0.3,,code,tests,biopytools/tests/test_needle_identity/test_utils.py,16,env-path,needle,,"return_value='/miniforge3/envs/needle_v.1.0.3/bin/needle',"
needle_v.1.0.3,needle_v.1.0.3,,code,tests,biopytools/tests/test_needle_identity/test_utils.py,18,env-path,needle,,env = get_conda_env('/miniforge3/envs/needle_v.1.0.3/bin/needle')
needle_v.1.0.3,needle_v.1.0.3,,code,tests,biopytools/tests/test_needle_identity/test_utils.py,37,env-path,needle,,"'/miniforge3/envs/needle_v.1.0.3/bin/needle',"
needle_v.1.0.3,needle_v.1.0.3,,code,tests,biopytools/tests/test_needle_identity/test_utils.py,43,env-path,needle,,"'/miniforge3/envs/needle_v.1.0.3/bin/needle', '-asequence', 'a.fa', '-auto'],"
phobius_v.1.0.1,phobius_v.1.0.1,,code,tests,biopytools/tests/test_phobius/test_utils.py,14,env-path,phobius.pl,,"""/x/miniforge3/envs/phobius_v.1.0.1/bin/phobius.pl"","
psvcp_v.1.0.1,psvcp_v.1.0.1,,code,tests,biopytools/tests/test_psvcp/test_utils.py,18,env-path,nucmer,,env = get_conda_env('/x/miniforge3/envs/psvcp_v.1.0.1/bin/nucmer')
ENV,env,yes,code,tests,biopytools/tests/test_psvcp/test_utils.py,22,conda-run-literal,,,"""""""conda 工具 → conda run -n env --no-capture-output(§13.2.0)|wraps with --no-capture-output"""""""
psvcp_v.1.0.1,psvcp_v.1.0.1,,code,tests,biopytools/tests/test_psvcp/test_utils.py,23,env-path,assemblytics,,full = '/x/miniforge3/envs/psvcp_v.1.0.1/bin/assemblytics'
psvcp_v.1.0.1,psvcp_v.1.0.1,,code,tests,biopytools/tests/test_psvcp/test_utils.py,30,env-path,nucmer,,full = '/x/miniforge3/envs/psvcp_v.1.0.1/bin/nucmer'
e,e,,code,tests,biopytools/tests/test_psvcp/test_utils.py,48,conda-run-literal,,,"logger.info.assert_any_call(""命令|Command: conda run -n e --no-capture-output /p/nucmer --version"")"
raxml-ng_v.2.0.1,raxml-ng_v.2.0.1,,code,tests,biopytools/tests/test_raxml_ng/test_utils.py,21,env-path,raxml-ng,,conda_path = '/miniforge3/envs/raxml-ng_v.2.0.1/bin/raxml-ng'
RNA_Seq,RNA_Seq,,code,tests,biopytools/tests/test_rnaseq2vcf/test_config.py,28,env-path,hisat2,,"hisat2_path=""~/miniforge3/envs/RNA_Seq/bin/hisat2"")"
None,None,,code,tests,biopytools/tests/test_rnaseq2vcf/test_data_processing.py,58,conda-run-literal,,,"""""""hisat2 不在 conda env(env=None)时回退直调 bash -c,不生成非法的 'conda run -n None'|"
None,None,,code,tests,biopytools/tests/test_rnaseq2vcf/test_data_processing.py,59,conda-run-literal,,,"hisat2 not in a conda env → fall back to direct bash -c (no invalid 'conda run -n None')"""""""
RNA_Seq,RNA_Seq,,code,tests,biopytools/tests/test_rnaseq2vcf/test_utils.py,17,env-path,hisat2,,env = get_conda_env('/home/u/miniforge3/envs/RNA_Seq/bin/hisat2')
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,tests,biopytools/tests/test_rnaseq2vcf/test_utils.py,21,env-path,gatk,,env = get_conda_env('/home/u/miniforge3/envs/GATK_v.4.6.2.0/bin/gatk')
RNA_Seq,RNA_Seq,,code,tests,biopytools/tests/test_rnaseq2vcf/test_utils.py,27,env-path,hisat2,,"cmd = build_conda_command('/home/u/miniforge3/envs/RNA_Seq/bin/hisat2', ['-x', 'idx'])"
selective_sweep,selective_sweep,,code,tests,biopytools/tests/test_selective_sweep/test_utils.py,21,env-path,bcftools,,return_value='/home/u/miniforge3/envs/selective_sweep/bin/bcftools'):
selective_sweep,selective_sweep,,code,tests,biopytools/tests/test_selective_sweep/test_utils.py,22,env-path,bcftools,,"self.assertEqual(get_conda_env('/home/u/miniforge3/envs/selective_sweep/bin/bcftools'),"
selective_sweep,selective_sweep,,code,tests,biopytools/tests/test_selective_sweep/test_utils.py,52,env-path,vcftools,,"cmd = build_conda_command('/x/envs/selective_sweep/bin/vcftools', ['--version'])"
selective_sweep,selective_sweep,,code,tests,biopytools/tests/test_selective_sweep/test_utils.py,55,env-path,vcftools,,"'/x/envs/selective_sweep/bin/vcftools', '--version'])"
signalp6,signalp6,,code,tests,biopytools/tests/test_signalp/test_signalp.py,80,env-path,signalp6,,"full = expand_path(""~/miniforge3/envs/signalp6/bin/signalp6"")"
K-mer,K-mer,,code,tests,biopytools/tests/test_smudgescope/test_utils.py,18,env-path,jellyfish,,return_value='/miniforge3/envs/K-mer/bin/jellyfish'):
ENV,ENV,,code,tests,biopytools/tests/test_tgsgapcloser/test_utils.py,15,env-path,minimap2,,"self.assertEqual(get_conda_env('/home/u/miniforge3/envs/ENV/bin/minimap2'), 'ENV')"
ENV,ENV,,code,tests,biopytools/tests/test_tgsgapcloser/test_utils.py,20,env-path,minimap2,,"cmd = build_conda_command('/home/u/miniforge3/envs/ENV/bin/minimap2', ['-x', 'asm5'])"
iqtree_v.3.0.1,iqtree_v.3.0.1,,code,tests,biopytools/tests/test_vcf2tree/test_utils.py,16,env-path,iqtree,,return_value='/miniforge3/envs/iqtree_v.3.0.1/bin/iqtree'):
tmmhmm_v.2.0c,tmmhmm_v.2.0c,,code,tmhmm,biopytools/tmhmm/config.py,66,env-path,tmhmm,,"'~/miniforge3/envs/tmmhmm_v.2.0c/bin/tmhmm',"
RNA_Seq,RNA_Seq,,code,transcript_assembly,biopytools/transcript_assembly/config.py,51,env-path,stringtie,,"'stringtie', '~/miniforge3/envs/RNA_Seq/bin/stringtie', 'STRINGTIE_PATH'))"
RNA_Seq,RNA_Seq,,code,transcript_assembly,biopytools/transcript_assembly/config.py,53,env-path,gffread,,"'gffread', '~/miniforge3/envs/RNA_Seq/bin/gffread', 'GFFREAD_PATH'))"
RNA_Seq,RNA_Seq,,code,transcript_assembly,biopytools/transcript_assembly/config.py,55,env-path,hisat2,,"'hisat2', '~/miniforge3/envs/RNA_Seq/bin/hisat2', 'HISAT2_PATH'))"
RNA_Seq,RNA_Seq,,code,transcript_assembly,biopytools/transcript_assembly/config.py,57,env-path,hisat2-build,,"'hisat2-build', '~/miniforge3/envs/RNA_Seq/bin/hisat2-build', 'HISAT2_BUILD_PATH'))"
transdecoder_v.5.5.0,transdecoder_v.5.5.0,,code,transcript_assembly,biopytools/transcript_assembly/config.py,60,env-path,TransDecoder.LongOrfs,,"'transdecoder_longorfs', '~/miniforge3/envs/transdecoder_v.5.5.0/bin/TransDecoder.LongOrfs', 'TRANSDECODER_LONGORFS_PATH'))"
transdecoder_v.5.5.0,transdecoder_v.5.5.0,,code,transcript_assembly,biopytools/transcript_assembly/config.py,62,env-path,TransDecoder.Predict,,"'transdecoder_predict', '~/miniforge3/envs/transdecoder_v.5.5.0/bin/TransDecoder.Predict', 'TRANSDECODER_PREDICT_PATH'))"
transdecoder_v.5.5.0,transdecoder_v.5.5.0,,code,transcript_assembly,biopytools/transcript_assembly/config.py,64,env-path,,,"'transdecoder_gtf2gff', '~/miniforge3/envs/transdecoder_v.5.5.0/opt/transdecoder/util/gtf_to_alignment_gff3.pl', 'TRANSDECODER_GTF2GFF_PATH'))"
transdecoder_v.5.5.0,transdecoder_v.5.5.0,,code,transcript_assembly,biopytools/transcript_assembly/config.py,66,env-path,,,"'transdecoder_orf2genome', '~/miniforge3/envs/transdecoder_v.5.5.0/opt/transdecoder/util/cdna_alignment_orf_to_genome_orf.pl', 'TRANSDECODER_ORF2GENOME_PATH'))"
treemix_v.1.13,treemix_v.1.13,,code,treemix,biopytools/treemix/config.py,28,env-path,treemix,,"'~/miniforge3/envs/treemix_v.1.13/bin/treemix',"
Population_genetics,Population_genetics,,code,treemix,biopytools/treemix/config.py,35,env-path,plink,,"'~/miniforge3/envs/Population_genetics/bin/plink',"
treemix_v.1.13,treemix_v.1.13,,code,treemix,biopytools/treemix/config.py,42,env-path,R,,"'~/miniforge3/envs/treemix_v.1.13/bin/R',"
bcftools_v.1.22,bcftools_v.1.22,,code,treemix,biopytools/treemix/config.py,49,env-path,bcftools,,"'~/miniforge3/envs/bcftools_v.1.22/bin/bcftools',"
trimal_v.1.5.0,trimal_v.1.5.0,,code,trimal,biopytools/trimal/config.py,43,env-path,trimal,,"'~/miniforge3/envs/trimal_v.1.5.0/bin/trimal',"
newick_utils_v.1.6,newick_utils_v.1.6,,code,vcf2nj,biopytools/vcf2nj/config.py,26,env-path,nw_reroot,,"nw_reroot_path: str = ""~/miniforge3/envs/newick_utils_v.1.6/bin/nw_reroot"""
newick_utils_v.1.6,newick_utils_v.1.6,,code,vcf2nj,biopytools/vcf2nj/main.py,144,env-path,nw_reroot,,"default=""~/miniforge3/envs/newick_utils_v.1.6/bin/nw_reroot"","
<var>,<var>,,code,vcf2nj,biopytools/vcf2nj/utils.py,120,conda-run-var,,conda_env,"full_cmd = f""conda run -n {conda_env} --no-capture-output {cmd}"""
iqtree_v.3.0.1,iqtree_v.3.0.1,,code,vcf2tree,biopytools/vcf2tree/config.py,44,env-path,iqtree,,iqtree_path: str = '~/miniforge3/envs/iqtree_v.3.0.1/bin/iqtree'
vg_v.1.7.0,vg_v.1.7.0,,code,vg,biopytools/vg/config.py,28,env-field,,,"vg_env: str = ""vg_v.1.7.0""  # conda环境名称或路径|conda env name or path"
<var>,<var>,,code,vg,biopytools/vg/utils.py,85,conda-run-var,,vg_env,"cmd = f""conda run -n {vg_env} --no-capture-output vg --version"""
<var>,<var>,,code,vg,biopytools/vg/utils.py,134,conda-run-var,,vg_env,"full_command = f""conda run -n {vg_env} --no-capture-output {command}"""
wgdi_v.0.75,wgdi_v.0.75,,code,wgdi,biopytools/wgdi/config.py,20,env-path,wgdi,,"'~/miniforge3/envs/wgdi_v.0.75/bin/wgdi',"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,wgsim,biopytools/wgsim/config.py,71,env-path,wgsim,,"'~/miniforge3/envs/GATK_v.4.6.2.0/bin/wgsim',"
yahs_v.1.2.2,yahs_v.1.2.2,,code,yahs,biopytools/yahs/config.py,51,env-path,yahs,,yahs_bin: str = field(default_factory=lambda: '~/miniforge3/envs/yahs_v.1.2.2/bin/yahs')
yahs_v.1.2.2,yahs_v.1.2.2,,code,yahs,biopytools/yahs/config.py,52,env-path,juicer,,juicer_bin: str = field(default_factory=lambda: '~/miniforge3/envs/yahs_v.1.2.2/bin/juicer')
Population_genetics,Population_genetics,,code,yahs,biopytools/yahs/config.py,54,env-path,bwa,,bwa_bin: str = field(default_factory=lambda: '~/miniforge3/envs/Population_genetics/bin/bwa')
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,yahs,biopytools/yahs/config.py,55,env-path,samtools,,samtools_bin: str = field(default_factory=lambda: '~/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools')
yahs_v.1.2.2,yahs_v.1.2.2,,code,yahs,biopytools/yahs/main.py,141,env-path,yahs,,"default='~/miniforge3/envs/yahs_v.1.2.2/bin/yahs',"
yahs_v.1.2.2,yahs_v.1.2.2,,code,yahs,biopytools/yahs/main.py,142,env-path,yahs,,help='YaHS可执行文件路径|YaHS executable path (default: ~/miniforge3/envs/yahs_v.1.2.2/bin/yahs)'
yahs_v.1.2.2,yahs_v.1.2.2,,code,yahs,biopytools/yahs/main.py,146,env-path,juicer,,"default='~/miniforge3/envs/yahs_v.1.2.2/bin/juicer',"
yahs_v.1.2.2,yahs_v.1.2.2,,code,yahs,biopytools/yahs/main.py,147,env-path,juicer,,help='juicer可执行文件路径|juicer executable path (default: ~/miniforge3/envs/yahs_v.1.2.2/bin/juicer)'
Population_genetics,Population_genetics,,code,yahs,biopytools/yahs/main.py,156,env-path,bwa,,"default='~/miniforge3/envs/Population_genetics/bin/bwa',"
Population_genetics,Population_genetics,,code,yahs,biopytools/yahs/main.py,157,env-path,bwa,,help='BWA可执行文件路径|BWA executable path (default: ~/miniforge3/envs/Population_genetics/bin/bwa)'
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,yahs,biopytools/yahs/main.py,161,env-path,samtools,,"default='~/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools',"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,code,yahs,biopytools/yahs/main.py,162,env-path,samtools,,help='samtools可执行文件路径|samtools executable path (default: ~/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools)'
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,code,yahs,biopytools/yahs/utils.py,261,env-path,busco,,# 例如: /miniforge3/envs/BUSCO_v.6.0.0/bin/busco
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,code,yahs,biopytools/yahs/utils.py,302,env-path,busco,,">>> build_conda_command('/miniforge3/envs/BUSCO_v.6.0.0/bin/busco', ['--version'])"
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,code,yahs,biopytools/yahs/utils.py,303,env-path,busco,,"['/miniforge3/envs/BUSCO_v.6.0.0/bin/busco', '--version']"
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,AGENTS,AGENTS.md,401,env-path,fanc,,"tool_path = get_tool_path('fanc', '~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc', 'FANC_PATH')"
meme_v.5.5.9,meme_v.5.5.9,,docs,AGENTS,AGENTS.md,409,env-path,meme,,meme_path: str = '~/miniforge3/envs/meme_v.5.5.9/bin/meme'
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,AGENTS,AGENTS.md,423,env-path,fanc,,fanc: ~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc
ENV,env,yes,docs,CHANGELOG,CHANGELOG.md,59,conda-run-literal,,,- `mixrace`（新模块，CLI `mixrace`）：WGS 混合小种检测——fastq → bwa-mem2 比对（含正确 name-sort→fixmate -m→coord-sort→markdup 链，修复仓库既有 `bwa/alignment.py` 缺 fixmate 的 landmine）→ bc
centier,centier,,docs,CHANGELOG,CHANGELOG.md,88,env-path,,,- `centier`：依赖检查增强——CentIER 自带二进制补可执行权限检查、`gt`/`LTR_retriever` 改 PATH 搜索（原硬编码 `~/miniforge3/envs/centier/bin/`）+ conda env 兜底安装建议、Hi-C 自动模式额外校验 HiC-Pro/bowtie2-
ENV,ENV,,docs,CHANGELOG,CHANGELOG.md,369,conda-run-literal,,,- **新模块 `rnaseq2vcf`**：RNA-seq 变异检测（到 VCF）。HISAT2 比对（支持已知剪接位点或 de novo 发现 junction）→ GATK 变异检测 → VCF 过滤（FS/QD/聚类过滤）。HISAT2+samtools 管道用单个 `conda run -n ENV --no
ENV,ENV,,docs,CHANGELOG,CHANGELOG.md,448,conda-run-literal,,,- `rnaseq`/`dual_rnaseq`：CommandRunner 用 `conda run -n ENV bash -c` 包装整条含管道的命令（§13.2.1，避免 conda run|conda run 双重包装）；`fastp` 单工具自动 conda 包装
juicer_v.1.6,juicer_v.1.6,,docs,CHANGELOG,CHANGELOG.md,506,env-path,matlock,,- `haphic`（CLI）：samblaster 默认 env 改 `haphic`、matlock 默认改完整路径 `~/miniforge3/envs/juicer_v.1.6/bin/matlock`
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,CLAUDE,CLAUDE.md,401,env-path,fanc,,"tool_path = get_tool_path('fanc', '~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc', 'FANC_PATH')"
meme_v.5.5.9,meme_v.5.5.9,,docs,CLAUDE,CLAUDE.md,409,env-path,meme,,meme_path: str = '~/miniforge3/envs/meme_v.5.5.9/bin/meme'
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,CLAUDE,CLAUDE.md,423,env-path,fanc,,fanc: ~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc
bwa_v0.7.17,bwa_v0.7.17,,docs,CLAUDE,biopytools/CLAUDE.md,319,conda-run-literal,bwa,,2026-03-17 20:11:31.312 - INFO - 命令|Command: conda run -n bwa_v0.7.17 bwa index /path/to/genome.fa -p bwt
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,CLAUDE,biopytools/CLAUDE.md,956,env-path,busco,,"with patch('shutil.which', return_value='/miniforge3/envs/BUSCO_v.6.0.0/bin/busco'):"
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,CLAUDE,biopytools/CLAUDE.md,1012,env-path,fanc,,"tool_path: str = ""/share/org/YZWL/yzwl_lixg/miniforge3/envs/fanc_v.0.9.23b/bin/fanc"""
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,CLAUDE,biopytools/CLAUDE.md,1022,env-path,fanc,,"'~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc',  # 默认值|Default (支持~|supports ~)"
meme_v.5.5.9,meme_v.5.5.9,,docs,CLAUDE,biopytools/CLAUDE.md,1148,env-path,meme,,"meme_path: str = ""~/miniforge3/envs/meme_v.5.5.9/bin/meme"""
meme_v.5.5.9,meme_v.5.5.9,,docs,CLAUDE,biopytools/CLAUDE.md,1165,env-path,meme,,meme_path: str = '~/miniforge3/envs/meme_v.5.5.9/bin/meme'
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,CLAUDE,biopytools/CLAUDE.md,1212,env-path,fanc,,fanc: ~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc
tool_env,tool_env,,docs,CLAUDE,biopytools/CLAUDE.md,1471,env-path,tool,,"path: ""~/miniforge3/envs/tool_env/bin/tool""  # 使用~展开|Use ~ expansion"
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,CLAUDE,biopytools/CLAUDE.md,1620,env-path,busco,,$ /miniforge3/envs/BUSCO_v.6.0.0/bin/busco --version
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,CLAUDE,biopytools/CLAUDE.md,1624,conda-run-literal,busco,,$ conda run -n BUSCO_v.6.0.0 busco --version
your_env,your_env,,docs,CLAUDE,biopytools/CLAUDE.md,1688,env-path,,,"conda_env_lib = expand_path(""~/miniforge3/envs/your_env/lib"")"
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,CLAUDE,biopytools/CLAUDE.md,1767,env-path,busco,,# 例如: /miniforge3/envs/BUSCO_v.6.0.0/bin/busco
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,CLAUDE,biopytools/CLAUDE.md,1951,env-path,samtools,,"# 1. cmd[0] = ""/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools"""
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,CLAUDE,biopytools/CLAUDE.md,1963,env-path,samtools,,"# 1. cmd[0] = ""/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools"""
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,CLAUDE,biopytools/CLAUDE.md,1965,conda-run-literal,samtools,,"# 3. 生成正确命令: ""conda run -n GATK_v.4.6.2.0 samtools ..."""
haphic,haphic,,docs,CLAUDE,biopytools/CLAUDE.md,1983,env-path,haphic,,"# get_conda_env(""/miniforge3/envs/haphic/bin/haphic"") → ""haphic"""
haphic,haphic,,docs,CLAUDE,biopytools/CLAUDE.md,1984,conda-run-literal,haphic,,# 生成正确命令: conda run -n haphic haphic --help
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,CLAUDE,biopytools/CLAUDE.md,2015,env-path,busco,,env = get_conda_env('/miniforge3/envs/BUSCO_v.6.0.0/bin/busco')
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,CLAUDE,biopytools/CLAUDE.md,2019,env-path,busco,,"cmd = build_conda_command('/miniforge3/envs/BUSCO_v.6.0.0/bin/busco', ['--version'])"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,CLAUDE,biopytools/CLAUDE.md,2040,conda-run-literal,samtools,,conda run -n GATK_v.4.6.2.0 samtools view -b -@ 64 -o output.bam -
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,19,env-path,fanc,,export FANC_PATH=~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,31,env-path,fanc,,export FANC_PATH=~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc
Augustus_v.3.5.0,Augustus_v.3.5.0,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,34,env-path,,,export AUGUSTUS_PATH=~/miniforge3/envs/Augustus_v.3.5.0/bin
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,65,env-path,fanc,,fanc: ~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc
Augustus_v.3.5.0,Augustus_v.3.5.0,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,68,env-path,,,augustus: ~/miniforge3/envs/Augustus_v.3.5.0/bin
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,90,env-path,fanc,,"fanc_path: str = ""~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc""  # ✅ 正确|Correct"
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,105,env-path,fanc,,fanc: ~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,111,env-path,fanc,,echo 'export FANC_PATH=~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc' >> ~/.bashrc
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,123,env-path,fanc,,"fanc_path = get_tool_path('fanc', '~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc', 'FANC_PATH')"
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,134,env-path,fanc,,"validate_tool_path('~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc', 'FAN-C')"
fanc_v.0.9.23b,fanc_v.0.9.23b,,docs,PATH_GUIDE,biopytools/common/PATH_GUIDE.md,181,env-path,fanc,,"'~/miniforge3/envs/fanc_v.0.9.23b/bin/fanc',  # 默认值|Default"
signalp6,signalp6,,docs,README,biopytools/signalp/README.md,15,env-path,,,`/share/org/YZWL/yzwl_lixg/miniforge3/envs/signalp6/`
telocomp,telocomp,,docs,aliner,docs/aliner.md,55,env-path,,,- minimap2 / samtools 路径按以下优先级查找：环境变量（`MINIMAP2_PATH`/`SAMTOOLS_PATH`）→ `~/.config/biopytools/config.yml` → 默认 `~/miniforge3/envs/telocomp/bin/`
