canonical_env,env_name,is_alias,scope,module,file,line,style,tool,var,snippet
telocomp,telocomp,,docs,aliner,docs/aliner.md,78,env-path,minimap2,,- **minimap2**（默认 `~/miniforge3/envs/telocomp/bin/minimap2`）
merqury_v.1.3,merqury_v.1.3,,docs,assembly_qv,docs/assembly_qv.md,40,env-path,,,| `--conda-env` | `~/miniforge3/envs/merqury_v.1.3/bin/` | Merqury conda 环境路径 |
pbbam_v.2.4.0,pbbam_v.2.4.0,,docs,bam2fastq,docs/bam2fastq.md,104,env-path,bam2fastq,,--bam2fastq-path /share/org/YZWL/yzwl_lixg/miniforge3/envs/pbbam_v.2.4.0/bin/bam2fastq
alignoth,alignoth,,docs,bam_view,docs/bam_view.md,85,env-path,alignoth,,| `--alignoth-path` | `/share/org/YZWL/yzwl_lixg/miniforge3/envs/alignoth/bin/alignoth` | alignoth软件路径 |
busco_env,busco_env,,docs,busco,docs/busco.md,299,conda-activate,,,conda activate busco_env
bwa_env,bwa_env,,docs,bwa,docs/bwa.md,340,conda-activate,,,conda activate bwa_env
singularity_v.3.8.7,singularity_v.3.8.7,,docs,cactus,docs/cactus.md,68,conda-activate,,,conda activate singularity_v.3.8.7
singularity_v.3.8.7,singularity_v.3.8.7,,docs,cactus,docs/cactus.md,128,env-path,singularity,,--singularity ~/miniforge3/envs/singularity_v.3.8.7/bin/singularity \
singularity_v.3.8.7,singularity_v.3.8.7,,docs,cactus,docs/cactus.md,153,env-path,singularity,,| `--singularity` | `~/miniforge3/envs/singularity_v.3.8.7/bin/singularity` | Singularity可执行文件路径|Singularity executable path | `--singularity /usr/bin/singulari
singularity_v.3.8.7,singularity_v.3.8.7,,docs,cactus,docs/cactus.md,225,conda-run-literal,,,conda run -n singularity_v.3.8.7 which singularity
Rqtl,Rqtl,,docs,cim,docs/cim.md,103,env-path,mstmap,,| `--mstmap-path` | ~/miniforge3/envs/Rqtl/bin/mstmap | MSTmap二进制路径 |
Rqtl,Rqtl,,docs,cim,docs/cim.md,284,env-path,mstmap,,- MSTmap（仅 mstmap 模式，默认路径 `~/miniforge3/envs/Rqtl/bin/mstmap`）
cphasing,cphasing_v.0.2.10,yes,docs,cphasing,docs/cphasing.md,250,conda-activate,,,conda activate cphasing_v.0.2.10
cphasing,cphasing_v.0.2.10,yes,docs,cphasing,docs/cphasing.md,280,conda-activate,,,conda activate cphasing_v.0.2.10
DeepBSA,DeepBSA,,docs,deepbsa,docs/deepbsa.md,92,env-path,,,| `--conda-env` | `/share/org/YZWL/yzwl_lixg/miniforge3/envs/DeepBSA` | Conda环境路径 |
DeepBSA,deepbsa,yes,docs,deepbsa,docs/deepbsa.md,334,env-path,,,--conda-env /custom/path/conda/envs/deepbsa \
singularity_v.3.8.7,singularity_v.3.8.7,,docs,deeploc,docs/deeploc.md,67,env-path,singularity,,| `--singularity-exec` | `~/miniforge3/envs/singularity_v.3.8.7/bin/singularity` | Singularity可执行文件路径 |
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,01_module_template,docs/dev-standards/01_module_template.md,327,env-path,busco,,"with patch('shutil.which', return_value='/miniforge3/envs/BUSCO_v.6.0.0/bin/busco'):"
meme_v.5.5.9,meme_v.5.5.9,,docs,11_path_management,docs/dev-standards/11_path_management.md,125,env-path,meme,,"meme_path: str = ""~/miniforge3/envs/meme_v.5.5.9/bin/meme"""
meme_v.5.5.9,meme_v.5.5.9,,docs,11_path_management,docs/dev-standards/11_path_management.md,141,env-path,meme,,meme_path: str = '~/miniforge3/envs/meme_v.5.5.9/bin/meme'
tool_env,tool_env,,docs,12_output_naming,docs/dev-standards/12_output_naming.md,79,env-path,tool,,"path: ""~/miniforge3/envs/tool_env/bin/tool""  # 使用~展开|Use ~ expansion"
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,17,env-path,busco,,$ /miniforge3/envs/BUSCO_v.6.0.0/bin/busco --version
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,21,conda-run-literal,busco,,$ conda run -n BUSCO_v.6.0.0 busco --version
your_env,your_env,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,39,env-path,,,"conda_env_lib = expand_path(""~/miniforge3/envs/your_env/lib"")"
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,116,env-path,busco,,# 例如: /miniforge3/envs/BUSCO_v.6.0.0/bin/busco
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,294,env-path,samtools,,"# 1. cmd[0] = ""/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools"""
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,306,env-path,samtools,,"# 1. cmd[0] = ""/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools"""
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,308,conda-run-literal,samtools,,"# 3. 生成正确命令: ""conda run -n GATK_v.4.6.2.0 samtools ..."""
haphic,haphic,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,326,env-path,haphic,,"# get_conda_env(""/miniforge3/envs/haphic/bin/haphic"") → ""haphic"""
haphic,haphic,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,327,conda-run-literal,haphic,,# 生成正确命令: conda run -n haphic haphic --help
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,341,env-path,busco,,env = get_conda_env('/miniforge3/envs/BUSCO_v.6.0.0/bin/busco')
BUSCO_v.6.0.0,BUSCO_v.6.0.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,345,env-path,busco,,"cmd = build_conda_command('/miniforge3/envs/BUSCO_v.6.0.0/bin/busco', ['--version'])"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,13_conda_invocation,docs/dev-standards/13_conda_invocation.md,368,conda-run-literal,samtools,,conda run -n GATK_v.4.6.2.0 samtools view -b -@ 64 -o output.bam -
EDTA_v.2.2.2,EDTA_v.2.2.2,,docs,edta,docs/edta.md,259,conda-activate,,,conda activate EDTA_v.2.2.2
EDTA_v.2.2.2,EDTA_v.2.2.2,,docs,edta,docs/edta.md,286,conda-activate,,,conda activate EDTA_v.2.2.2
base,base,,docs,egapx-batch,docs/egapx-batch.md,128,conda-activate,,,conda activate base
base,base,,docs,egapx_batch,docs/egapx_batch.md,40,conda-activate,,,conda activate base
EGAPx_v.0.4.0-alpha,EGAPx_v.0.4.0-alpha,,docs,egapx_batch,docs/egapx_batch.md,42,env-path,,,export JAVA_HOME=/share/org/YZWL/yzwl_lixg/miniforge3/envs/EGAPx_v.0.4.0-alpha
base,base,,docs,egapx_batch,docs/egapx_batch.md,167,conda-activate,,,conda activate base
eviann_v.2.0.5,eviann_v.2.0.5,,docs,eviann,docs/eviann.md,274,conda-activate,,,conda activate eviann_v.2.0.5
tidk_v.0.2.65,tidk_v.0.2.65,,docs,find_telomere,docs/find_telomere.md,149,env-path,tidk,,| `--tidk-path` | `/share/org/YZWL/yzwl_lixg/miniforge3/envs/tidk_v.0.2.65/bin/tidk` | 🛠️ tidk 软件安装路径 |
gctb,gctb,,docs,gctb,docs/gctb.md,72,env-path,gctb,,| `--gctb-path` | `~/miniforge3/envs/gctb/bin/gctb` | 🛠️ GCTB 软件路径 |
Population_genetics,Population_genetics,,docs,gctb,docs/gctb.md,73,env-path,plink,,| `--plink-path` | `~/miniforge3/envs/Population_genetics/bin/plink` | 🛠️ PLINK 软件路径 |
gctb,gctb,,docs,gctb,docs/gctb.md,313,conda-activate,,,conda activate gctb
getorganelle_v.1.7.71,getorganelle_v.1.7.71,,docs,get_plastome,docs/get_plastome.md,42,env-path,get_organelle_from_reads.py,,| `--getorganelle-path` | `~/miniforge3/envs/getorganelle_v.1.7.71/bin/get_organelle_from_reads.py` | GetOrganelle 脚本路径 |
plothic_v.1.0.0,plothic_v.1.0.0,,docs,hic_heatmap,docs/hic_heatmap.md,56,env-path,plothic,,| `--plothic-path` | `~/miniforge3/envs/plothic_v.1.0.0/bin/plothic` | PlotHiC 可执行文件路径 |
pairtools_v.1.1.3,pairtools_v.1.1.3,,docs,hic_qc,docs/hic_qc.md,60,env-path,pairtools,,"| `-p, --pairtools-path` | `/share/org/YZWL/yzwl_lixg/miniforge3/envs/pairtools_v.1.1.3/bin/pairtools` | Pairtools可执行文件路径 |"
canu_v.2.3,canu_v.2.3,,docs,hicanu,docs/hicanu.md,86,env-path,canu,,| `--canu-path` | HiCanu 可执行文件路径 | `/share/org/YZWL/yzwl_lixg/miniforge3/envs/canu_v.2.3/bin/canu` | `--canu-path /path/to/canu` |
purge_dups_v.1.2.6,purge_dups_v.1.2.6,,docs,hifi_hic,docs/hifi_hic.md,56,env-path,,,--purge-dups-path ~/miniforge3/envs/purge_dups_v.1.2.6 \
purge_dups_v.1.2.6,purge_dups_v.1.2.6,,docs,hifi_hic,docs/hifi_hic.md,83,env-path,,,| `--purge-dups-path` | `~/miniforge3/envs/purge_dups_v.1.2.6` | Purge_Dups软件路径 |
singularity_v.3.8.7,singularity_v.3.8.7,,docs,hite,docs/hite.md,226,env-path,singularity,,| `--singularity-path` | `~/miniforge3/envs/singularity_v.3.8.7/bin/singularity` | Singularity 可执行文件路径 |
singularity_v.3.8.7,singularity_v.3.8.7,,docs,hite,docs/hite.md,348,conda-activate,,,conda activate singularity_v.3.8.7
singularity_v.3.8.7,singularity_v.3.8.7,,docs,hite,docs/hite.md,405,env-path,singularity,,~/miniforge3/envs/singularity_v.3.8.7/bin/singularity --version
resistify_v.1.3.0,resistify_v.1.3.0,,docs,hmmsearch,docs/hmmsearch.md,69,env-path,hmmsearch,,| `--hmmsearch-path` | `/share/org/YZWL/yzwl_lixg/miniforge3/envs/resistify_v.1.3.0/bin/hmmsearch` | hmmsearch程序路径 |
primer3_v.2.6.1,primer3_v.2.6.1,,docs,indel_marker_integration_test,docs/indel_marker_integration_test.md,31,conda-activate,,,conda activate primer3_v.2.6.1
primer3_v.2.6.1,primer3_v.2.6.1,,docs,indel_marker_integration_test,docs/indel_marker_integration_test.md,202,conda-run-literal,biopytools,,conda run -n primer3_v.2.6.1 --no-capture-output biopytools indel-marker \
primer3_v.2.6.1,primer3_v.2.6.1,,docs,indel_marker_integration_test,docs/indel_marker_integration_test.md,322,conda-run-literal,pip,,| `ModuleNotFoundError: No module named 'yaml'` | primer3_v.2.6.1 缺 pyyaml | `conda run -n primer3_v.2.6.1 pip install pyyaml` |
iseq_v.1.9.8,iseq_v.1.9.8,,docs,iseq,docs/iseq.md,60,env-path,iseq,,| `--iseq-path` | `/share/org/YZWL/yzwl_lixg/miniforge3/envs/iseq_v.1.9.8/bin/iseq` | 🛠️ iSeq软件路径 |
iseq_v.1.9.8,iseq_v.1.9.8,,docs,iseq,docs/iseq.md,190,env-path,iseq,,- 软件路径: `/share/org/YZWL/yzwl_lixg/miniforge3/envs/iseq_v.1.9.8/bin/iseq`
iseq_v.1.9.8,iseq_v.1.9.8,,docs,iseq,docs/iseq.md,205,conda-activate,,,conda activate iseq_v.1.9.8
iseq_v.1.9.8,iseq_v.1.9.8,,docs,iseq,docs/iseq.md,234,conda-activate,,,conda activate iseq_v.1.9.8
kmc_v.3.2.4,kmc_v.3.2.4,,docs,kmc,docs/kmc.md,25,env-path,,,/share/org/YZWL/yzwl_lixg/miniforge3/envs/kmc_v.3.2.4/bin
kmc_v.3.2.4,kmc_v.3.2.4,,docs,kmc,docs/kmc.md,32,env-path,,,/share/org/YZWL/yzwl_lixg/miniforge3/envs/kmc_v.3.2.4/bin
kmeriaenv,kmeriaenv,,docs,kmeria,docs/kmeria.md,29,env-path,,,/share/org/YZWL/yzwl_lixg/miniforge3/envs/kmeriaenv
kmeriaenv,kmeriaenv,,docs,kmeria,docs/kmeria.md,37,env-path,,,export KMERIA_CONDA=/share/org/YZWL/yzwl_lixg/miniforge3/envs/kmeriaenv
kmeriaenv,kmeriaenv,,docs,kmeria_bin_viewer,docs/kmeria_bin_viewer.md,18,env-path,,,export LD_LIBRARY_PATH=/share/org/YZWL/yzwl_lixg/software/kmeria/lib:/share/org/YZWL/yzwl_lixg/miniforge3/envs/kmeriaenv/lib:$LD_LIBRARY_PATH
kmeriaenv,kmeriaenv,,docs,kmeria_bin_viewer,docs/kmeria_bin_viewer.md,27,env-path,,,export LD_LIBRARY_PATH=/share/org/YZWL/yzwl_lixg/software/kmeria/lib:/share/org/YZWL/yzwl_lixg/miniforge3/envs/kmeriaenv/lib:$LD_LIBRARY_PATH
kmeriaenv,kmeriaenv,,docs,kmeria_bin_viewer,docs/kmeria_bin_viewer.md,141,env-path,,,export LD_LIBRARY_PATH=/share/org/YZWL/yzwl_lixg/software/kmeria/lib:/share/org/YZWL/yzwl_lixg/miniforge3/envs/kmeriaenv/lib:$LD_LIBRARY_PATH
my_ltr_harvest,my_ltr_harvest,,docs,lai,docs/lai.md,22,env-path,,,--conda-harvest ~/miniforge3/envs/my_ltr_harvest
ltr_harvest_parallel_v.1.2,ltr_harvest_parallel_v.1.2,,docs,lai,docs/lai.md,41,env-path,,,| `--conda-harvest` | `~/miniforge3/envs/ltr_harvest_parallel_v.1.2` | LTR_harvest 并行版 conda 环境 |
ltr_finder_parallel_v.1.3,ltr_finder_parallel_v.1.3,,docs,lai,docs/lai.md,42,env-path,,,| `--conda-finder` | `~/miniforge3/envs/ltr_finder_parallel_v.1.3` | LTR_finder 并行版 conda 环境 |
ltr_retriever_v.3.0.1,ltr_retriever_v.3.0.1,,docs,lai,docs/lai.md,43,env-path,,,| `--conda-retriever` | `~/miniforge3/envs/ltr_retriever_v.3.0.1` | LTR_retriever conda 环境 |
meme_v.5.5.9,meme_v.5.5.9,,docs,meme_parser,docs/meme_parser.md,202,env-path,meme,,--meme-path /share/org/YZWL/yzwl_lixg/miniforge3/envs/meme_v.5.5.9/bin/meme
jcvi_v.1.5.7,jcvi_v.1.5.7,,docs,microsynteny,docs/microsynteny.md,53,env-path,,,-j ~/miniforge3/envs/jcvi_v.1.5.7 \
jcvi_v.1.5.7,jcvi_v.1.5.7,,docs,microsynteny,docs/microsynteny.md,80,env-path,,,"| `-j, --jcvi-path` | `~/miniforge3/envs/jcvi_v.1.5.7` | 🛠️ JCVI环境路径 |"
jcvi_custom,jcvi_custom,,docs,microsynteny,docs/microsynteny.md,231,env-path,,,-j ~/miniforge3/envs/jcvi_custom \
jcvi_v.1.5.7,jcvi_v.1.5.7,,docs,microsynteny,docs/microsynteny.md,329,env-path,python,,ls ~/miniforge3/envs/jcvi_v.1.5.7/bin/python
swave_v.1.2,swave_v.1.2,,docs,minigraph,docs/minigraph.md,483,conda-activate,,,conda activate swave_v.1.2
minigraph,minigraph,,docs,minigraph,docs/minigraph.md,487,conda-activate,,,conda activate minigraph
bbmap_v.39.81,bbmap_v.39.81,,docs,pair_fastq,docs/pair_fastq.md,344,conda-activate,,,conda activate bbmap_v.39.81
bbmap_v.39.81,bbmap_v.39.81,,docs,pair_fastq,docs/pair_fastq.md,347,conda-run-literal,repair.sh,,conda run -n bbmap_v.39.81 repair.sh --help
bbmap_v.39.81,bbmap_v.39.81,,docs,pair_fastq,docs/pair_fastq.md,382,conda-run-literal,repair.sh,,conda run -n bbmap_v.39.81 repair.sh --help
panman_v.0.1.4,panman,yes,docs,panman,docs/panman.md,42,conda-activate,,,conda activate panman
panman_v.0.1.4,panman,yes,docs,panman,docs/panman.md,76,conda-activate,,,conda activate panman
panman_v.0.1.4,panman_v.0.1.4,,docs,panman,docs/panman.md,545,conda-activate,,,conda activate panman_v.0.1.4
panman_v.0.1.4,panman_v.0.1.4,,docs,panman,docs/panman.md,553,conda-activate,,,conda activate panman_v.0.1.4
custom_panman_env,custom_panman_env,,docs,panman,docs/panman.md,630,env-const,,,"conda_env=""custom_panman_env"","
miniprot_v.0.18,miniprot_v.1.0.0,yes,docs,pep2genome,docs/pep2genome.md,29,conda-activate,,,conda activate miniprot_v.1.0.0
miniprot_v.0.18,miniprot_v.1.0.0,yes,docs,pep2genome,docs/pep2genome.md,177,conda-activate,,,conda activate miniprot_v.1.0.0
phobius_v.1.0.1,phobius_v.1.0.1,,docs,phobius,docs/phobius.md,33,env-path,phobius.pl,,| `--phobius-path` | `~/miniforge3/envs/phobius_v.1.0.1/bin/phobius.pl` | phobius.pl 路径 |
signalp6,signalp6,,docs,phyto_effector,docs/phyto_effector.md,56,env-path,signalp6,,| `--signalp-path` | `~/miniforge3/envs/signalp6/bin/signalp6` |
signalp_v.3.0b,signalp_v.3.0b,,docs,phyto_effector,docs/phyto_effector.md,57,env-path,signalp,,| `--signalp3-path` | `~/miniforge3/envs/signalp_v.3.0b/bin/signalp` |
resistify_v.1.3.0,resistify_v.1.3.0,,docs,phyto_effector,docs/phyto_effector.md,58,env-path,hmmsearch,,| `--hmmsearch-path` | `~/miniforge3/envs/resistify_v.1.3.0/bin/hmmsearch` |
pixy_v.2.0.0,pixy_v.2.0.0,,docs,pixy,docs/pixy.md,43,env-path,,,| `--conda-env` | `~/miniforge3/envs/pixy_v.2.0.0` | conda环境路径 |
primer3_v.2.6.1,primer3_v.2.6.1,,docs,primer3,docs/primer3.md,328,conda-activate,,,conda activate primer3_v.2.6.1
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,qiime2,docs/qiime2.md,52,env-path,qiime,,| `--qiime-path` | `~/miniforge3/envs/qiime_v.2024.10.1/bin/qiime` | qiime 可执行文件路径 |
rMVP,rMVP,,docs,rmvp,docs/rmvp.md,71,conda-activate,,,conda activate rMVP
samplot_v.1.3.0,samplot_v.1.3.0,,docs,samplot,docs/samplot.md,53,env-path,samplot,,| `--samplot-path` | `~/miniforge3/envs/samplot_v.1.3.0/bin/samplot` | samplot 可执行文件路径 |
samplot_v.1.3.0,samplot_v.1.3.0,,docs,samplot,docs/samplot.md,81,env-path,samplot,,| `--samplot-path` | `~/miniforge3/envs/samplot_v.1.3.0/bin/samplot` | samplot 可执行文件路径 |
signalp6,signalp6,,docs,signalp,docs/signalp.md,44,env-path,signalp6,,| `--signalp-path` | `~/miniforge3/envs/signalp6/bin/signalp6` | SignalP可执行文件路径 |
signalp6,signalp6,,docs,signalp,docs/signalp.md,79,env-path,signalp6,,- 默认程序路径：`~/miniforge3/envs/signalp6/bin/signalp6`
smudgeplot,smudgeplot,,docs,smudgeplot,docs/smudgeplot.md,23,env-path,FastK,,- **FastK**: `/share/org/YZWL/yzwl_lixg/miniforge3/envs/smudgeplot/bin/FastK`
smudgeplot,smudgeplot,,docs,smudgeplot,docs/smudgeplot.md,24,env-path,smudgeplot,,- **Smudgeplot**: `/share/org/YZWL/yzwl_lixg/miniforge3/envs/smudgeplot/bin/smudgeplot`
smudgeplot,smudgeplot,,docs,smudgeplot,docs/smudgeplot.md,250,env-path,FastK,,/share/org/YZWL/yzwl_lixg/miniforge3/envs/smudgeplot/bin/FastK \\
sra-tools,sra-tools,,docs,sra2fastq,docs/sra2fastq.md,149,conda-activate,,,conda activate sra-tools
cphasing,cphasing,,docs,subgenome_assign,docs/subgenome_assign.md,48,env-path,minimap2,,| `--minimap2-path` | `~/miniforge3/envs/cphasing/bin/minimap2` | minimap2 路径 |
a-liner,a-liner,,docs,2026-06-28-aliner-pipeline,docs/superpowers/plans/2026-06-28-aliner-pipeline.md,7,conda-run-literal,a-liner,,**Architecture:** 仿 `biopytools/plotsr/` 的 config/utils/pipeline/main 四件套 + `cli/commands/aliner.py` click wrapper。pipeline 顺序：`samtools faidx`(取长度) → `minimap2
a-liner,a-liner,,docs,2026-06-28-aliner-pipeline,docs/superpowers/plans/2026-06-28-aliner-pipeline.md,20,conda-run-literal,a-liner,,"- **conda 规范**：`conda run` 必须带 `--no-capture-output`；minimap2/samtools 用 `build_conda_command(完整路径, args)`，禁止 `os.path.basename` 提取命令名；a-liner 固定环境用显式 `conda ru"
telocomp,telocomp,,docs,2026-06-28-aliner-pipeline,docs/superpowers/plans/2026-06-28-aliner-pipeline.md,171,env-path,minimap2,,"default_factory=lambda: get_tool_path('minimap2', '~/miniforge3/envs/telocomp/bin/minimap2', 'MINIMAP2_PATH'))"
telocomp,telocomp,,docs,2026-06-28-aliner-pipeline,docs/superpowers/plans/2026-06-28-aliner-pipeline.md,173,env-path,samtools,,"default_factory=lambda: get_tool_path('samtools', '~/miniforge3/envs/telocomp/bin/samtools', 'SAMTOOLS_PATH'))"
a-liner,a-liner,,docs,2026-06-28-aliner-pipeline,docs/superpowers/plans/2026-06-28-aliner-pipeline.md,174,env-field,,,"aliner_env: str = ""a-liner""         # a-liner固定conda环境|a-liner fixed conda env"
telocomp,telocomp,,docs,2026-06-28-aliner-pipeline,docs/superpowers/plans/2026-06-28-aliner-pipeline.md,278,env-path,minimap2,,"cmd = build_conda_command('/miniforge3/envs/telocomp/bin/minimap2', ['-c', 'a.fa'])"
telocomp,telocomp,,docs,2026-06-28-aliner-pipeline,docs/superpowers/plans/2026-06-28-aliner-pipeline.md,280,env-path,minimap2,,"'/miniforge3/envs/telocomp/bin/minimap2', '-c', 'a.fa'])"
telocomp,telocomp,,docs,2026-06-28-aliner-pipeline,docs/superpowers/plans/2026-06-28-aliner-pipeline.md,290,env-path,minimap2,,env = get_conda_env('/miniforge3/envs/telocomp/bin/minimap2')
eggnog-mapper_v.2.1.15,eggnog-mapper_v.2.1.15,,docs,2026-07-08-eggnog-mapper,docs/superpowers/plans/2026-07-08-eggnog-mapper.md,22,env-path,emapper.py,,"**conda 环境**:固定 `~/miniforge3/envs/eggnog-mapper_v.2.1.15/bin/emapper.py`。DB 默认 `~/database/eggnog`(用户另找机器下载,封装器只校验)。"
eggnog-mapper_v.2.1.15,eggnog-mapper_v.2.1.15,,docs,2026-07-08-eggnog-mapper,docs/superpowers/plans/2026-07-08-eggnog-mapper.md,83,env-path,emapper.py,,"emapper_path=""~/miniforge3/envs/eggnog-mapper_v.2.1.15/bin/emapper.py"","
eggnog-mapper_v.2.1.15,eggnog-mapper_v.2.1.15,,docs,2026-07-08-eggnog-mapper,docs/superpowers/plans/2026-07-08-eggnog-mapper.md,228,env-path,emapper.py,,"""~/miniforge3/envs/eggnog-mapper_v.2.1.15/bin/emapper.py"","
eggnog-mapper_v.2.1.15,eggnog-mapper_v.2.1.15,,docs,2026-07-08-eggnog-mapper,docs/superpowers/plans/2026-07-08-eggnog-mapper.md,293,conda-run-literal,,,"f""    conda run -n eggnog-mapper_v.2.1.15 --no-capture-output """
eggnog-mapper_v.2.1.15,eggnog-mapper_v.2.1.15,,docs,2026-07-08-eggnog-mapper,docs/superpowers/plans/2026-07-08-eggnog-mapper.md,361,env-path,emapper.py,,"with patch(""shutil.which"", return_value=""/x/miniforge3/envs/eggnog-mapper_v.2.1.15/bin/emapper.py""):"
eggnog-mapper_v.2.1.15,eggnog-mapper_v.2.1.15,,docs,2026-07-08-eggnog-mapper,docs/superpowers/plans/2026-07-08-eggnog-mapper.md,362,env-path,emapper.py,,"assert get_conda_env(""/x/miniforge3/envs/eggnog-mapper_v.2.1.15/bin/emapper.py"") == ""eggnog-mapper_v.2.1.15"""
eggnog-mapper_v.2.1.15,eggnog-mapper_v.2.1.15,,docs,2026-07-08-eggnog-mapper,docs/superpowers/plans/2026-07-08-eggnog-mapper.md,374,env-path,emapper.py,,"full = ""/x/miniforge3/envs/eggnog-mapper_v.2.1.15/bin/emapper.py"""
BCFTOOLS_ENV,BCFTOOLS_ENV,,docs,2026-07-08-indel-marker,docs/superpowers/plans/2026-07-08-indel-marker.md,304,env-path,bcftools,,"cmd = build_conda_command('/miniforge3/envs/BCFTOOLS_ENV/bin/bcftools', ['--version'])"
phobius_v.1.0.1,phobius_v.1.0.1,,docs,2026-07-09-phobius,docs/superpowers/plans/2026-07-09-phobius.md,5,env-path,phobius.pl,,"**Goal:** 封装 `~/miniforge3/envs/phobius_v.1.0.1/bin/phobius.pl` 为 `biopytools phobius` 子命令,输入蛋白质 FASTA,产出 short/long 原始输出 + 含 TM/SP 坐标的解析 TSV。"
phobius_v.1.0.1,phobius_v.1.0.1,,docs,2026-07-09-phobius,docs/superpowers/plans/2026-07-09-phobius.md,14,env-path,phobius.pl,,"- **禁止硬编码含用户名的绝对路径**:所有路径用 `~` 展开 + `common.paths.expand_path`;`phobius_path` 默认 `~/miniforge3/envs/phobius_v.1.0.1/bin/phobius.pl`。验证: `grep -r ""/share/org/YZW"
phobius_v.1.0.1,phobius_v.1.0.1,,docs,2026-07-09-phobius,docs/superpowers/plans/2026-07-09-phobius.md,215,env-path,phobius.pl,,"phobius_path: str = ""~/miniforge3/envs/phobius_v.1.0.1/bin/phobius.pl"""
phobius_v.1.0.1,phobius_v.1.0.1,,docs,2026-07-09-phobius,docs/superpowers/plans/2026-07-09-phobius.md,293,env-path,phobius.pl,,"""/x/miniforge3/envs/phobius_v.1.0.1/bin/phobius.pl"","
phobius_v.1.0.1,phobius_v.1.0.1,,docs,2026-07-09-phobius,docs/superpowers/plans/2026-07-09-phobius.md,977,env-path,phobius.pl,,"default=""~/miniforge3/envs/phobius_v.1.0.1/bin/phobius.pl"","
phobius_v.1.0.1,phobius_v.1.0.1,,docs,2026-07-09-phobius,docs/superpowers/plans/2026-07-09-phobius.md,1081,env-path,phobius.pl,,"_DEFAULT_PHOBIUS_PATH = ""~/miniforge3/envs/phobius_v.1.0.1/bin/phobius.pl"""
phobius_v.1.0.1,phobius_v.1.0.1,,docs,2026-07-09-phobius,docs/superpowers/plans/2026-07-09-phobius.md,1215,conda-run-literal,,,Expected: 正常退出码 0;日志显示 conda 包装命令 `conda run -n phobius_v.1.0.1 --no-capture-output .../phobius.pl -short ...` 与 `-long ...`。
RNA_Seq,RNA_Seq,,docs,2026-07-10-gene-table,docs/superpowers/plans/2026-07-10-gene-table.md,304,env-path,gffread,,"cmd = build_conda_command('/miniforge3/envs/RNA_Seq/bin/gffread', ['-y', 'p.fa'])"
RNA_Seq,RNA_Seq,,docs,2026-07-10-gene-table,docs/superpowers/plans/2026-07-10-gene-table.md,306,env-path,gffread,,"'/miniforge3/envs/RNA_Seq/bin/gffread', '-y', 'p.fa'])"
braker_v.3.0.8,braker_v.3.0.8,,docs,2026-07-13-ps-gene-anno,docs/superpowers/plans/2026-07-13-ps-gene-anno.md,9,env-path,miniprot,,"**Tech Stack:** Python 3 + dataclasses + Biopython(可选,FASTA);miniprot(`~/miniforge3/envs/braker_v.3.0.8/bin/miniprot`);samtools(可选,RNA-seq 深度);pytest(单元测试)。"
braker_v.3.0.8,braker_v.3.0.8,,docs,2026-07-13-ps-gene-anno,docs/superpowers/plans/2026-07-13-ps-gene-anno.md,202,env-path,miniprot,,miniprot_bin: str = '~/miniforge3/envs/braker_v.3.0.8/bin/miniprot'
braker_v.3.0.8,braker_v.3.0.8,,docs,2026-07-13-ps-gene-anno,docs/superpowers/plans/2026-07-13-ps-gene-anno.md,332,env-path,miniprot,,env = get_conda_env('/home/u/miniforge3/envs/braker_v.3.0.8/bin/miniprot')
braker_v.3.0.8,braker_v.3.0.8,,docs,2026-07-13-ps-gene-anno,docs/superpowers/plans/2026-07-13-ps-gene-anno.md,622,env-path,miniprot,,config.miniprot_bin = '/home/u/miniforge3/envs/braker_v.3.0.8/bin/miniprot'
